team,season,avg_age_rank,avg_height_rank,avg_weight_rank,fg_rank,fga_rank,fg_pct_rank,3p_rank,3pa_rank,3p_pct_rank,2p_rank,2pa_rank,2p_pct_rank,ft_rank,fta_rank,ft_pct_rank,orb_rank,drb_rank,trb_rank,ast_rank,stl_rank,blk_rank,tov_rank,pf_rank,pts_rank
ATL,2023-24,15,22,26,10,2,21,6,7,17,14,12,20,5,7,8,3,22,6,16,16,26,16,15,5
ATL,2022-23,22,21,27,1,3,9,26,28,21,1,1,17,16,20,3,9,12,10,18,18,12,3,6,3
ATL,2021-22,13,6,25,11,13,7,11,18,2,14,13,18,3,11,4,17,17,20,15,22,23,1,7,6
ATL,2020-21,22,12,26,19,23,17,17,19,12,15,15,19,2,4,5,7,10,5,19,24,17,9,18,13
ATL,2019-20,29,7,24,17,7,23,16,8,30,17,18,14,12,15,10,19,23,22,17,13,12,28,30,17
ATL,2018-19,25,17,27,15,4,21,4,3,16,21,24,15,18,12,21,4,18,12,10,11,14,30,29,12
ATL,2017-18,24,16,30,28,20,25,9,7,15,26,24,22,22,23,7,22,23,25,8,12,23,27,14,25
ATL,2016-17,6,21,14,23,22,18,20,16,23,18,17,14,13,5,28,14,10,9,10,7,14,28,6,22
ATL,2015-16,6,24,21,9,15,11,6,7,15,19,24,7,29,30,8,30,13,24,2,3,5,22,7,12
ATL,2014-15,10,25,15,10,27,4,5,7,2,26,28,4,19,24,5,30,22,28,2,5,15,16,1,10
ATL,2013-14,9,28,8,18,24,13,5,2,13,27,27,8,18,22,6,29,18,28,2,9,26,24,7,15
ATL,2012-13,10,22,25,12,21,7,5,5,7,22,26,8,28,27,26,27,11,23,2,14,23,21,3,14
ATL,2011-12,6,8,22,14,19,11,8,10,5,20,23,10,23,25,23,28,11,23,8,10,23,5,6,17
ATL,2010-11,8,7,13,23,25,12,17,16,18,21,23,12,29,29,6,29,20,28,12,29,28,9,1,26
ATL,2009-10,17,3,11,6,12,11,14,15,9,8,11,11,21,23,15,6,23,17,12,15,14,1,8,13
ATL,2008-09,19,14,8,24,25,11,8,7,16,25,26,11,15,9,28,20,21,23,23,14,20,7,5,19
ATL,2007-08,29,4,8,22,21,16,27,28,18,8,6,21,5,7,7,7,21,11,12,14,4,24,11,15
ATL,2006-07,29,7,18,30,25,28,28,27,30,19,9,26,9,10,14,9,28,22,26,9,5,22,27,30
ATL,2005-06,30,2,8,18,14,17,20,20,11,11,8,20,13,10,14,2,29,20,20,15,15,27,29,16
ATL,2004-05,22,7,9,17,10,21,27,23,30,9,4,23,27,25,28,3,25,17,25,13,21,28,28,28
ATL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATL,2003-04,20,20,24,17,16,20,15,14,23,19,18,18,12,17,6,16,10,12,22,17,12,26,23,15
ATL,2002-03,16,26,22,20,25,12,16,18,13,20,22,11,9,15,3,22,5,11,20,20,6,25,15,18
ATL,2001-02,25,12,27,19,17,20,13,14,14,22,17,18,13,15,9,19,17,22,26,10,27,26,10,19
ATL,2000-01,25,8,24,20,12,22,20,24,11,16,6,25,27,27,13,9,16,12,28,16,21,28,14,26
ATL,1999-00,15,6,7,16,13,24,27,27,29,6,5,22,22,21,19,3,9,3,28,29,9,16,4,25
ATL,1998-99,6,6,8,28,23,27,20,17,25,28,20,27,3,4,15,9,9,5,29,27,13,9,3,28
ATL,1997-98,8,4,13,19,23,11,13,13,21,19,21,12,4,5,7,9,10,6,26,17,4,9,4,15
ATL,1996-97,9,5,9,28,22,20,3,3,15,28,28,14,19,24,4,16,14,13,28,9,11,7,1,23
ATL,1995-96,8,25,27,20,9,25,7,5,19,23,22,21,20,21,10,4,28,16,29,2,27,9,4,18
ATL,1994-95,10,18,16,21,15,23,5,4,22,26,24,20,27,26,20,9,19,15,23,6,12,4,5,24
ATL,1993-94,4,7,14,10,10,17,13,12,20,13,9,16,17,21,6,5,9,5,12,2,11,9,2,11
ATL,1992-93,14,12,15,9,4,17,3,2,7,19,18,16,19,18,19,3,18,7,11,4,26,17,10,9
ATL,1991-92,16,2,5,7,3,16,13,11,20,6,6,16,22,19,26,5,7,3,8,5,25,12,10,11
ATL,1990-91,4,25,27,13,10,20,4,4,10,22,17,17,3,3,4,6,14,11,22,10,22,7,7,8
ATL,1989-90,6,22,27,14,18,8,20,20,19,10,11,10,6,5,12,5,26,18,25,13,20,13,11,11
ATL,1988-89,4,17,24,16,12,16,20,19,21,11,10,16,1,2,3,3,19,8,21,7,8,7,8,9
ATL,1987-88,12,14,18,13,14,10,18,20,14,10,10,10,8,9,12,8,12,9,13,19,2,2,19,13
ATL,1986-87,16,5,15,16,18,9,8,8,9,17,18,9,3,3,15,2,6,2,14,14,7,6,19,12
ATL,1985-86,22,11,13,17,22,8,21,21,22,16,16,9,6,3,19,6,14,8,16,12,9,14,18,17
ATL,1984-85,18,8,16,20,18,15,10,11,4,22,18,17,15,12,16,13,15,14,17,15,3,12,13,20
ATL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATL,1983-84,12,17,20,23,23,20,22,23,17,23,21,21,13,14,9,15,20,22,23,19,3,3,10,23
ATL,1982-83,9,14,22,19,17,20,8,9,10,19,20,20,18,18,7,18,11,16,21,22,1,2,6,19
ATL,1981-82,9,19,21,23,22,20,19,21,18,23,22,20,5,6,4,16,13,16,23,20,7,5,19,23
ATL,1980-81,6,20,20,21,22,15,23,23,23,21,20,16,3,3,3,11,19,18,22,11,10,18,23,19
ATL,1979-80,14,16,18,22,20,19,22,22,22,22,19,21,1,1,10,4,15,5,20,9,5,6,22,19
ATL,1978-79,22,16,14,19,16,18,,,,19,16,18,2,3,8,2,21,10,19,7,3,5,22,12
ATL,1977-78,20,20,14,21,21,16,,,,21,21,16,6,10,2,19,22,22,18,2,12,6,22,22
ATL,1976-77,21,7,5,20,22,14,,,,20,22,14,6,6,12,11,19,16,18,14,20,19,22,19
ATL,1975-76,11,12,6,17,13,14,,,,17,13,14,4,2,15,5,17,12,16,5,15,4,4,15
ATL,1974-75,18,15,10,8,3,18,,,,8,3,18,2,1,18,1,12,3,13,7,18,6,8,4
ATL,1973-74,8,6,7,5,8,5,,,,5,8,5,4,3,16,8,9,8,10,7,10,14,14,5
ATL,1972-73,7,6,8,6,5,7,,,,6,5,7,2,1,15,,,6,9,,,13,10,3
ATL,1971-72,7,4,2,10,14,4,,,,10,14,4,6,4,11,,,12,12,,,16,11,8
ATL,1970-71,4,5,1,9,13,3,,,,9,13,3,5,2,16,,,5,13,,,17,7,8
ATL,1969-70,6,7,2,5,12,2,,,,5,12,2,9,9,7,,,9,3,,,,6,6
ATL,1968-69,5,10,6,5,11,3,,,,5,11,3,12,9,12,,,7,2,,,,6,9
ATL,1967-68,5,10,4,11,12,5,,,,11,12,5,3,5,6,,,8,4,,,,3,10
ATL,1966-67,5,9,5,9,10,6,,,,9,10,6,7,4,9,,,8,8,,,,8,8
ATL,1965-66,3,8,6,9,9,6,,,,9,9,6,5,7,3,,,8,8,,,,7,8
ATL,1964-65,3,9,8,9,8,5,,,,9,8,5,5,4,4,,,8,4,,,,6,6
ATL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATL,1963-64,2,8,6,8,7,6,,,,8,7,6,4,7,4,,,9,2,,,,9,6
ATL,1962-63,5,6,9,9,8,7,,,,9,8,7,4,6,4,,,8,4,,,,4,9
ATL,1961-62,2,4,5,5,5,3,,,,5,5,3,5,5,2,,,7,4,,,,8,5
ATL,1960-61,2,7,5,5,3,5,,,,5,3,5,4,5,6,,,2,1,,,,4,4
ATL,1959-60,1,8,5,6,8,2,,,,6,8,2,1,1,3,,,6,1,,,,7,5
ATL,1958-59,1,6,4,3,8,1,,,,3,8,1,2,2,5,,,3,2,,,,7,4
ATL,1957-58,2,7,6,5,8,2,,,,5,8,2,3,2,7,,,1,2,,,,7,3
ATL,1956-57,1,5,6,5,5,3,,,,5,5,3,6,3,7,,,4,3,,,,5,6
ATL,1955-56,8,2,3,6,4,6,,,,6,4,6,7,4,7,,,3,4,,,,6,6
ATL,1954-55,6,2,2,8,6,8,,,,8,6,8,4,3,8,,,7,7,,,,7,8
ATL,1953-54,6,7,5,9,9,9,,,,9,9,9,8,8,7,,,9,9,,,,3,9
ATL,1952-53,4,5,4,9,9,9,,,,9,9,9,8,7,9,,,9,8,,,,6,9
ATL,1951-52,3,1,1,10,9,10,,,,10,9,10,8,6,10,,,8,10,,,,9,10
ATL,1950-51,,,,9,1,11,,,,9,1,11,3,2,8,,,2,4,,,,11,6
ATL,1949-50,,,,8,4,13,,,,8,4,13,4,4,6,,,,5,,,,17,5
BOS,2023-24,6,6,16,4,8,8,1,1,2,27,30,2,19,26,7,14,1,2,14,27,1,1,2,2
BOS,2022-23,10,12,5,13,15,14,2,2,6,29,29,5,24,28,4,20,3,7,7,27,6,7,7,4
BOS,2021-22,13,23,9,13,18,15,8,9,14,18,23,6,14,24,2,11,4,5,14,19,2,13,5,12
BOS,2020-21,23,27,8,13,11,19,11,10,10,16,20,17,25,25,16,4,22,15,25,13,6,16,24,16
BOS,2019-20,20,27,6,12,11,17,12,13,13,16,16,18,11,18,5,6,11,8,25,6,5,8,20,9
BOS,2018-19,19,25,10,11,9,14,6,7,7,18,18,11,28,29,4,20,16,22,5,4,10,3,12,14
BOS,2017-18,27,25,6,25,25,21,7,10,2,27,23,25,21,20,17,20,6,8,20,23,18,15,17,20
BOS,2016-17,19,30,14,21,18,16,3,3,14,28,28,8,10,15,3,22,22,27,4,18,23,8,21,7
BOS,2015-16,22,30,14,7,1,24,12,11,28,12,10,19,8,12,6,3,15,6,6,2,22,12,29,5
BOS,2014-15,25,25,5,5,1,21,13,13,27,7,11,14,28,27,14,12,11,13,4,8,30,10,20,13
BOS,2013-14,21,21,5,23,10,28,20,18,28,19,12,26,24,27,10,7,24,18,22,23,23,27,19,26
BOS,2012-13,5,28,27,17,28,6,25,26,15,9,17,9,19,22,6,30,12,29,12,11,22,13,27,18
BOS,2011-12,3,27,27,23,30,5,22,24,7,16,16,9,25,27,5,30,15,30,2,16,6,17,18,26
BOS,2010-11,4,23,6,20,30,1,26,28,12,7,20,3,20,22,11,30,13,29,4,3,27,22,15,23
BOS,2009-10,2,28,11,21,30,4,16,16,17,19,27,1,15,10,21,30,25,29,2,2,15,21,22,19
BOS,2008-09,7,26,6,9,28,2,19,21,1,13,20,2,12,11,18,21,7,9,4,7,17,28,28,11
BOS,2007-08,8,25,8,20,30,4,8,12,5,24,29,5,8,9,8,23,9,12,8,5,18,27,26,11
BOS,2006-07,30,28,4,29,19,29,20,20,6,28,16,30,10,11,9,18,21,20,25,14,16,27,28,22
BOS,2005-06,25,11,2,16,22,5,18,18,13,13,20,4,10,11,13,28,15,26,12,17,11,29,27,12
BOS,2004-05,12,7,16,5,19,3,17,17,19,11,18,3,3,4,14,23,16,24,9,8,13,26,27,5
BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOS,2003-04,18,11,10,15,22,10,3,3,12,24,27,6,8,8,18,27,17,27,17,2,25,24,24,8
BOS,2002-03,17,22,13,26,21,27,1,1,21,29,29,23,17,16,22,28,14,26,27,4,25,7,11,22
BOS,2001-02,20,21,9,22,10,29,1,1,11,29,29,25,10,12,10,26,3,14,20,1,28,5,18,12
BOS,2000-01,27,18,4,26,20,25,1,1,8,29,29,23,6,7,20,25,27,26,19,3,28,19,25,16
BOS,1999-00,27,26,8,10,10,20,13,9,23,11,13,15,8,7,18,6,24,13,21,1,28,15,29,9
BOS,1998-99,29,22,12,4,4,16,7,7,9,10,6,16,29,29,25,8,13,10,10,4,15,23,25,10
BOS,1997-98,29,17,24,8,1,25,8,6,20,13,9,23,26,25,21,4,29,26,14,1,21,22,29,14
BOS,1996-97,24,24,18,5,2,22,19,18,22,6,3,26,6,7,10,7,26,21,15,2,27,22,22,5
BOS,1995-96,24,29,23,5,2,23,11,9,14,11,7,20,13,9,25,10,11,9,20,12,16,16,26,5
BOS,1994-95,14,25,24,11,9,15,22,25,13,5,3,19,8,12,8,4,15,6,20,23,21,15,17,11
BOS,1993-94,10,24,26,8,9,11,27,27,26,2,2,13,23,22,18,22,17,21,19,21,12,8,16,16
BOS,1992-93,4,16,21,7,12,6,27,27,26,2,3,12,25,27,4,18,13,16,19,20,10,4,12,19
BOS,1991-92,3,12,16,5,11,4,27,27,21,4,5,7,19,26,1,20,1,6,9,22,9,5,5,9
BOS,1990-91,8,4,21,2,11,1,24,25,17,2,6,1,19,26,1,17,1,3,8,16,3,14,4,6
BOS,1989-90,1,3,10,4,11,2,22,21,23,3,9,2,12,21,1,19,1,3,1,26,10,12,3,8
BOS,1988-89,4,5,17,9,17,6,22,21,22,7,9,7,9,15,11,12,12,12,9,21,14,11,6,10
BOS,1987-88,1,4,18,4,20,1,1,1,1,12,23,1,9,18,2,23,11,21,1,20,14,6,3,3
BOS,1986-87,1,5,17,4,21,1,2,4,2,7,22,1,19,23,1,23,2,18,2,22,6,7,1,6
BOS,1985-86,1,6,19,4,6,2,2,4,1,5,12,2,18,21,2,22,1,1,2,18,4,5,2,8
BOS,1984-85,1,4,16,5,9,3,3,5,1,7,10,3,12,15,1,15,1,3,6,18,14,3,1,6
BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOS,1983-84,2,3,17,10,10,6,8,8,13,11,13,5,11,15,2,10,1,3,14,15,10,8,3,7
BOS,1982-83,4,7,17,4,6,8,13,10,20,3,6,7,12,11,13,7,5,3,7,6,7,11,8,7
BOS,1981-82,4,3,15,5,8,8,12,10,11,5,9,9,6,5,14,5,7,3,7,15,2,12,5,4
BOS,1980-81,4,6,20,7,17,3,3,3,7,10,19,3,13,13,11,16,10,13,7,17,2,16,6,8
BOS,1979-80,4,6,18,8,14,7,2,2,1,15,17,7,4,6,5,13,10,11,8,6,21,11,13,5
BOS,1978-79,3,7,14,16,18,15,,,,16,18,15,8,12,3,19,16,19,16,13,22,17,7,16
BOS,1977-78,1,13,5,18,14,18,,,,18,14,18,14,18,5,10,2,3,15,22,22,11,12,16
BOS,1976-77,1,9,3,14,5,21,,,,14,5,21,14,13,9,12,1,1,6,22,22,10,9,17
BOS,1975-76,1,10,9,5,2,17,,,,5,2,17,9,13,2,3,1,1,6,18,16,6,5,6
BOS,1974-75,2,11,2,2,2,9,,,,2,2,9,9,12,3,4,1,2,2,14,15,11,4,3
BOS,1973-74,3,9,2,4,3,11,,,,4,3,11,7,10,2,2,1,1,3,16,12,13,3,4
BOS,1972-73,4,10,3,1,1,14,,,,1,1,14,6,10,5,,,1,1,,,9,6,2
BOS,1971-72,5,10,5,2,1,9,,,,2,1,9,10,15,2,,,2,2,,,7,14,3
BOS,1970-71,9,5,3,3,1,12,,,,3,1,12,9,10,5,,,1,6,,,11,15,2
BOS,1969-70,1,5,6,11,5,12,,,,11,5,12,5,8,1,,,7,12,,,,14,11
BOS,1968-69,1,8,11,7,3,9,,,,7,3,9,11,11,5,,,4,5,,,,5,10
BOS,1967-68,1,8,7,6,7,7,,,,6,7,7,9,9,7,,,3,9,,,,6,8
BOS,1966-67,1,6,7,4,6,4,,,,4,6,4,3,5,4,,,2,2,,,,5,4
BOS,1965-66,1,4,4,7,3,8,,,,7,3,8,8,8,5,,,3,7,,,,1,7
BOS,1964-65,1,2,5,1,1,8,,,,1,1,8,7,8,5,,,1,2,,,,5,3
BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOS,1963-64,1,6,4,1,1,9,,,,1,1,9,8,9,5,,,1,4,,,,4,2
BOS,1962-63,1,7,5,2,1,9,,,,2,1,9,7,9,5,,,1,1,,,,5,3
BOS,1961-62,1,9,5,2,1,5,,,,2,1,5,7,8,6,,,1,3,,,,1,3
BOS,1960-61,1,8,6,2,1,8,,,,2,1,8,6,7,5,,,1,4,,,,2,3
BOS,1959-60,1,7,5,1,1,3,,,,1,1,3,7,8,4,,,1,2,,,,3,1
BOS,1958-59,3,7,5,1,1,4,,,,1,1,4,5,6,3,,,1,1,,,,1,1
BOS,1957-58,3,6,6,1,1,3,,,,1,1,3,7,7,6,,,2,3,,,,1,2
BOS,1956-57,2,7,3,1,1,4,,,,1,1,4,5,5,4,,,1,2,,,,6,1
BOS,1955-56,2,7,6,1,1,2,,,,1,1,2,2,3,2,,,1,2,,,,4,1
BOS,1954-55,5,8,7,1,1,1,,,,1,1,1,1,2,1,,,2,1,,,,5,1
BOS,1953-54,5,6,9,1,2,1,,,,1,2,1,2,2,3,,,1,1,,,,9,1
BOS,1952-53,9,4,8,2,4,1,,,,2,4,1,3,4,5,,,3,1,,,,2,1
BOS,1951-52,9,2,9,1,3,2,,,,1,3,2,2,2,5,,,3,1,,,,3,1
BOS,1950-51,,,,5,10,4,,,,5,10,4,4,4,7,,,5,2,,,,6,4
BOS,1949-50,,,,7,6,10,,,,7,6,10,12,11,12,,,,2,,,,3,9
BOS,1948-49,,,,8,3,10,,,,8,3,10,12,7,12,,,,5,,,,2,9
BOS,1947-48,,,,8,7,3,,,,8,7,3,7,6,7,,,,3,,,,3,8
BOS,1946-47,,,,10,10,8,,,,10,10,8,11,11,11,,,,4,,,,3,11
CHA,2023-24,21,6,27,27,25,26,23,17,21,25,19,25,30,30,11,27,29,30,26,25,25,18,7,28
CHA,2022-23,20,4,25,22,6,29,27,18,29,12,6,27,20,17,27,12,10,9,17,9,8,17,17,27
CHA,2021-22,21,13,25,4,3,11,5,6,6,12,15,11,25,19,27,9,21,12,1,5,11,10,18,4
CHA,2020-21,25,27,24,22,20,22,10,9,14,26,23,22,26,24,21,6,25,19,5,10,16,24,5,23
CHA,2019-20,28,29,17,30,26,30,15,14,19,29,25,30,26,25,24,3,29,26,19,26,25,14,3,30
CHA,2018-19,13,27,25,21,12,26,11,10,18,24,19,22,9,16,6,19,22,23,24,21,18,2,3,19
CHA,2017-18,12,11,12,18,11,24,19,21,8,18,7,27,1,1,24,12,4,3,24,28,18,3,2,10
CHA,2016-17,14,6,29,26,15,26,11,9,18,22,21,27,5,10,1,26,4,16,11,27,17,1,1,16
CHA,2015-16,19,13,25,24,16,27,4,4,8,30,28,24,7,11,5,28,4,14,19,22,12,1,3,11
CHA,2014-15,19,29,12,26,10,29,26,24,30,17,5,29,13,15,19,26,6,10,28,30,7,1,2,28
CHA,2013-14,20,19,5,25,21,25,25,27,23,14,8,27,14,11,24,25,7,16,16,29,8,1,1,23
CHA,2012-13,26,27,12,30,20,30,27,27,27,24,11,30,4,5,18,16,28,27,29,22,6,8,10,26
CHA,2011-12,27,24,17,30,23,30,29,27,30,21,5,30,16,14,20,26,28,29,19,29,8,16,10,30
CHA,2010-11,11,15,22,29,28,22,27,26,29,20,15,21,13,12,21,21,22,24,18,28,8,21,8,29
CHA,2009-10,11,22,28,29,29,22,22,22,21,27,25,22,4,5,20,21,19,22,22,8,7,29,5,28
CHA,2008-09,19,26,12,29,30,18,23,22,15,23,21,19,26,18,27,18,25,27,10,19,14,27,20,30
CHA,2007-08,18,28,18,24,20,17,16,16,12,20,19,17,18,11,29,20,22,26,16,13,10,22,21,19
CHA,2006-07,24,23,13,17,10,25,21,21,12,14,8,27,15,13,22,15,26,23,8,5,19,13,29,18
CHA,2005-06,26,26,14,14,2,30,19,19,23,8,3,30,19,14,21,7,27,24,10,1,19,14,24,18
CHA,2004-05,30,13,7,14,4,27,24,28,9,7,1,29,25,18,29,4,25,19,10,6,12,18,21,22
CHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHA,2001-02,10,16,7,20,19,18,22,23,18,14,10,19,8,7,18,9,12,6,19,13,11,9,14,20
CHA,2000-01,9,14,9,24,17,23,19,20,18,21,13,24,9,8,19,8,4,7,7,11,11,8,11,24
CHA,1999-00,9,16,14,25,22,17,21,19,19,18,15,14,2,2,13,27,3,16,4,6,7,9,2,14
CHA,1998-99,10,25,21,20,24,7,8,8,6,23,27,8,4,7,8,28,10,25,5,9,16,19,11,12
CHA,1997-98,9,23,3,11,24,6,12,19,3,12,17,8,11,10,10,23,14,21,8,11,27,12,7,10
CHA,1996-97,8,29,12,15,21,4,5,13,1,19,21,13,13,21,2,26,17,26,4,26,22,5,6,12
CHA,1995-96,11,22,6,11,13,12,5,7,6,18,20,12,12,17,3,17,22,24,12,24,29,10,9,8
CHA,1994-95,12,27,25,18,22,10,3,8,1,23,25,12,15,22,2,27,11,24,6,22,15,5,1,15
CHA,1993-94,12,27,27,3,6,7,6,8,2,8,10,7,12,17,4,24,6,15,2,13,18,11,10,4
CHA,1992-93,23,27,25,2,9,5,20,22,16,3,4,6,7,9,5,17,7,10,4,21,8,15,7,2
CHA,1991-92,25,27,23,3,2,8,26,26,17,3,1,15,13,14,12,15,17,16,2,4,27,15,12,6
CHA,1990-91,25,27,19,20,16,16,21,23,18,13,12,19,13,16,9,21,24,27,15,7,27,10,16,20
CHA,1989-90,24,27,19,23,10,25,12,12,10,24,15,25,26,26,15,23,25,27,12,8,27,5,12,25
CHA,1988-89,9,25,19,15,8,23,17,17,16,14,8,23,24,25,16,17,24,25,1,17,25,8,21,22
CHI,2023-24,7,19,16,16,13,18,27,26,20,7,2,21,17,18,10,8,19,14,23,9,18,3,17,22
CHI,2022-23,9,21,21,11,21,4,30,30,16,2,5,13,21,26,5,28,9,22,20,7,19,8,8,22
CHI,2021-22,12,17,21,7,20,3,29,30,4,4,4,16,9,17,3,29,22,28,19,23,25,6,8,13
CHI,2020-21,18,3,12,10,14,9,16,17,13,11,14,10,30,30,11,19,8,11,8,28,27,27,10,21
CHI,2019-20,26,3,12,25,16,26,14,11,22,21,19,25,28,27,21,13,30,29,23,1,26,27,24,27
CHI,2018-19,28,8,14,23,22,20,30,27,19,13,5,28,25,26,11,30,21,25,27,20,26,19,9,27
CHI,2017-18,28,7,22,23,1,30,10,6,21,23,15,30,28,26,20,16,8,6,10,18,30,13,9,26
CHI,2016-17,12,12,8,20,8,25,28,29,24,6,3,29,15,19,6,2,9,3,14,15,16,12,2,23
CHI,2015-16,9,4,26,11,2,22,21,24,3,11,2,29,23,26,7,9,3,3,12,29,8,13,5,21
CHI,2014-15,4,3,29,23,18,22,15,16,10,22,19,23,3,4,3,6,7,3,14,28,5,12,4,15
CHI,2013-14,5,5,14,30,27,30,26,28,24,26,13,30,12,15,7,11,9,10,10,21,7,18,4,30
CHI,2012-13,9,24,25,27,14,25,29,29,21,14,6,28,17,19,9,6,14,8,8,23,15,10,12,29
CHI,2011-12,11,6,17,10,8,12,17,18,4,12,8,18,27,23,27,1,2,1,5,24,3,6,2,18
CHI,2010-11,17,8,9,18,22,13,15,17,13,12,14,16,14,11,26,7,4,2,9,17,5,17,9,20
CHI,2009-10,19,18,27,18,10,23,29,29,28,3,2,26,18,20,18,12,2,1,19,24,2,15,11,24
CHI,2008-09,27,24,28,8,5,15,22,23,6,7,3,23,7,14,7,7,15,10,13,9,4,20,18,8
CHI,2007-08,21,20,23,19,5,30,23,24,14,15,4,30,15,18,17,4,18,8,11,9,6,18,22,18
CHI,2006-07,18,28,23,9,8,16,18,23,2,7,2,24,20,18,23,8,2,1,9,4,6,24,22,13
CHI,2005-06,29,26,17,6,4,22,6,8,5,19,13,25,25,25,17,14,4,3,6,30,21,24,28,13
CHI,2004-05,29,24,16,24,16,26,11,11,13,22,21,27,22,21,21,13,4,2,15,20,18,30,29,21
CHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHI,2003-04,16,2,16,20,4,29,12,13,18,20,9,29,27,23,25,8,9,4,10,13,15,23,28,26
CHI,2002-03,24,4,8,9,11,11,21,23,14,5,5,14,19,13,27,15,11,9,13,22,10,27,28,16
CHI,2001-02,26,12,7,27,24,24,27,26,20,19,7,28,18,13,27,22,25,28,12,17,25,24,23,28
CHI,2000-01,29,21,1,28,25,27,22,22,17,26,16,28,26,22,21,20,29,29,12,7,24,21,19,29
CHI,1999-00,25,23,2,29,29,29,20,18,24,29,28,29,21,14,25,13,28,25,26,14,19,29,13,29
CHI,1998-99,13,9,20,28,19,29,23,19,27,27,18,28,27,25,21,22,23,26,19,12,29,16,12,29
CHI,1997-98,2,2,24,5,7,16,17,14,23,3,6,15,19,24,14,3,6,2,7,10,23,5,5,9
CHI,1996-97,2,5,20,1,3,3,12,11,6,3,5,5,26,27,12,3,4,2,2,7,25,2,3,1
CHI,1995-96,2,3,22,1,3,7,10,15,3,3,4,11,22,22,14,3,12,4,5,3,21,4,8,1
CHI,1994-95,11,4,25,10,13,9,13,16,8,10,11,9,23,21,19,7,17,13,10,2,23,11,16,12
CHI,1993-94,11,3,24,11,18,8,20,22,4,10,14,10,26,26,24,13,15,12,7,12,24,13,11,22
CHI,1992-93,8,3,16,4,10,11,15,16,2,5,6,13,26,26,22,3,22,12,6,5,15,1,9,15
CHI,1991-92,9,4,16,2,13,1,21,21,22,2,8,2,17,16,18,12,10,13,3,18,11,2,6,5
CHI,1990-91,12,5,13,3,14,2,16,22,3,3,8,2,22,22,17,13,19,15,4,4,12,3,5,7
CHI,1989-90,21,5,9,6,14,3,4,8,3,11,20,4,19,22,8,18,22,21,7,2,16,11,14,9
CHI,1988-89,14,3,7,14,20,4,13,13,11,16,21,4,19,22,10,25,11,22,6,15,21,10,5,17
CHI,1987-88,20,10,9,15,19,8,22,21,22,8,13,7,19,20,16,13,8,6,9,11,8,4,5,19
CHI,1986-87,22,14,8,17,17,17,18,20,16,16,14,17,17,21,7,8,13,10,12,17,10,3,7,20
CHI,1985-86,11,10,13,15,12,17,7,7,11,17,14,14,10,11,9,3,20,11,19,21,12,11,16,13
CHI,1984-85,20,5,14,19,23,7,23,22,23,14,22,7,5,7,6,19,12,19,20,20,10,11,14,15
CHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHI,1983-84,22,7,10,22,18,21,23,21,23,21,18,20,12,9,17,12,16,15,16,13,9,19,17,20
CHI,1982-83,21,2,5,14,11,17,8,8,17,14,11,15,2,2,12,8,6,4,15,18,17,22,20,9
CHI,1981-82,9,1,5,21,23,6,8,7,13,21,23,7,2,3,5,18,4,6,14,22,8,22,3,15
CHI,1980-81,12,1,3,18,21,4,10,7,15,17,22,4,4,4,4,9,7,6,21,12,6,20,12,10
CHI,1979-80,16,4,2,21,21,9,8,7,12,21,21,8,3,2,4,19,8,19,9,19,13,19,19,17
CHI,1978-79,11,1,11,21,22,7,,,,21,22,7,16,17,14,13,8,7,8,22,20,21,6,22
CHI,1977-78,9,9,14,22,22,10,,,,22,22,10,5,6,9,8,18,14,8,19,20,13,4,20
